"Tabela 8883 - Índice e variação da receita nominal e do volume de vendas no comércio varejista ampliado, por atividades (2022 = 100)"
"Variável - PMC - Número-índice (2022=100) (Número-índice)"
"Nível";"Cód.";"";"Atividades";"Mês";"Tipos de índice"
"Nível";"Cód.";"";"Atividades";"Mês";"Índice de receita nominal de vendas no comércio varejista ampliado";"Índice de volume de vendas no comércio varejista ampliado"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2008";"51,41964";"74,16833"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2008";"51,70373";"74,48216"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2008";"53,69233";"77,30662"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2008";"50,92249";"72,80840"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2008";"71,51875";"102,51758"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2009";"52,91109";"75,52826"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2009";"42,25785";"60,56906"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2009";"47,08732";"66,84564"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2009";"43,53624";"62,34742"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2009";"50,92249";"73,54067"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2009";"47,30039";"68,41479"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2009";"50,63840";"73,33145"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2009";"51,34862";"74,58677"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2009";"51,91679";"75,94670"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2009";"54,89970";"80,02648"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2009";"56,88830";"82,85094"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2009";"80,25441";"116,11685"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2010";"61,36267";"88,91831"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2010";"51,41964";"73,95911"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2010";"59,08997";"83,79243"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2010";"53,90540";"76,36513"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2010";"62,14390";"87,97682"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2010";"56,53320";"80,02648"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2010";"58,59282";"82,32789"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2010";"61,14960";"87,03533"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2010";"61,07858";"86,82611"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2010";"64,62966";"92,26582"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2010";"69,10402";"99,90233"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2010";"94,60078";"137,45724"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2011";"72,58408";"105,96970"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2011";"61,50471";"89,02292"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2011";"64,06149";"93,20731"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2011";"62,07288";"91,11511"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2011";"71,73182";"105,86509"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2011";"63,49331";"93,10270"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2011";"67,96767";"99,58850"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2011";"70,09832";"101,78531"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2011";"68,32278";"100,63460"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2011";"70,24037";"104,40055"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2011";"75,42494";"112,14168"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2011";"104,89891";"158,48381"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2012";"80,46748";"119,88280"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2012";"67,61257";"101,05304"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2012";"74,50166";"112,66473"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2012";"67,04439";"102,41297"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2012";"75,85107";"115,69841"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2012";"70,31139";"107,74807"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2012";"73,22327";"112,14168"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2012";"76,91640";"117,37217"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2012";"70,02730";"106,91119"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2012";"77,91070";"118,73209"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2012";"79,89930";"121,66117"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2012";"113,27946";"171,76925"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2013";"84,58673";"126,78704"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2013";"67,04439";"100,11155"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2013";"74,78575";"111,72324"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2013";"75,14086";"111,72324"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2013";"83,45038";"123,02109"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2013";"75,06983";"110,78175"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2013";"84,94184";"124,48563"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2013";"87,07249";"126,57783"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2013";"79,75726";"114,86153"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2013";"87,35657";"124,69485"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2013";"93,18034";"132,64519"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2013";"120,66570";"170,30471"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2014";"95,45304";"134,10973"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2014";"79,82828";"110,57253"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2014";"83,59243";"116,01224"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2014";"82,52710";"114,54770"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2014";"97,01551";"133,16824"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2014";"81,03565";"110,88636"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2014";"83,52141";"113,08316"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2014";"86,36227";"117,05834"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2014";"85,22592";"114,96614"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2014";"90,76561";"122,49804"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2014";"100,14046";"135,67888"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2014";"121,16286";"164,44656"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2015";"94,31669";"129,61151"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2015";"73,08123";"98,75163"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2015";"79,89930";"108,16651"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2015";"72,15795";"96,97326"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2015";"80,75156";"108,58494"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2015";"71,94488";"95,82255"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2015";"74,50166";"98,64702"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2015";"72,29999";"95,29950"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2015";"71,09263";"93,93958"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2015";"77,76866";"102,72680"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2015";"87,56964";"115,69841"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2015";"101,84498";"133,37746"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2016";"75,92209";"97,60092"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2016";"68,89096";"88,60448"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2016";"73,15225";"93,20731"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2016";"68,67789";"87,13994"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2016";"73,29429";"92,05660"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2016";"68,32278";"85,57079"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2016";"70,66650";"88,08143"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2016";"69,60117";"86,40767"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2016";"65,33988";"81,38640"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2016";"71,02160";"88,81370"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2016";"84,65775";"106,59736"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2016";"96,02121";"121,55656"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2017";"80,24207";"101,45980"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2017";"65,87458";"83,32867"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2017";"80,95332";"102,97487"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2017";"68,02351";"87,04713"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2017";"81,83732";"104,90906"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2017";"74,80858";"96,04236"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2017";"77,47605";"99,42537"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2017";"78,64990";"100,69912"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2017";"74,15023";"94,87442"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2017";"75,93344";"97,71358"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2017";"94,52354";"123,23594"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2017";"101,30288";"131,69491"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2018";"82,17309";"106,74535"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2018";"66,68342";"86,33921"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2018";"76,80207";"99,70024"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2018";"70,90802";"91,86998"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2018";"74,99479";"97,77967"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2018";"74,53416";"96,75622"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2018";"71,52839";"92,38179"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2018";"76,08711";"97,62316"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2018";"72,39076";"92,75949"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2018";"75,56523";"95,92435"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2018";"98,75618";"125,13995"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2018";"99,46089";"124,69640"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2019";"83,17895";"103,77594"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2019";"71,40153";"88,69443"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2019";"76,17592";"94,86569"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2019";"73,85876";"91,85391"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2019";"82,88816";"103,43092"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2019";"72,45658";"90,34463"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2019";"79,94773";"99,24246"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2019";"78,28451";"96,35460"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2019";"80,28766";"100,35046"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2019";"83,01695";"103,67241"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2019";"104,53862";"131,15192"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2019";"116,97229";"147,92411"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2020";"91,25202";"115,23134"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2020";"78,27544";"99,11885"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2020";"64,59236";"83,30183"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2020";"45,18405";"59,08422"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2020";"73,94524";"95,16370"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2020";"89,27264";"112,97060"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2020";"100,35097";"125,47921"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2020";"105,97626";"131,31074"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2020";"105,51260";"129,26491"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2020";"104,91120";"126,40860"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2020";"129,27924";"154,69461"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2020";"129,23426";"151,73970"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2021";"93,69761";"109,25507"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2021";"85,96763";"99,79274"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2021";"80,65810";"93,04827"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2021";"87,93631";"101,09749"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2021";"102,83045";"116,74577"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2021";"95,54687";"106,97871"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2021";"99,23885";"110,43412"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2021";"95,38848";"105,32061"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2021";"91,37762";"100,03023"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2021";"90,55678";"97,72150"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2021";"113,76881";"121,75170"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2021";"118,36698";"124,55411"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2022";"93,58400";"96,80806"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2022";"84,99710";"86,49536"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2022";"98,24461";"99,70620"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2022";"92,59042";"92,26457"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2022";"102,83216";"102,10036"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2022";"92,28958";"91,29342"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2022";"95,20767";"94,38813"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2022";"97,43504";"96,19233"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2022";"94,81396";"93,88801"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2022";"97,83220";"96,96139"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2022";"124,81594";"124,96135"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2022";"125,35733";"124,94083"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2023";"101,88100";"101,20356"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2023";"88,32871";"87,71961"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2023";"104,35421";"104,32986"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2023";"90,20075";"90,16257"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2023";"102,91533";"103,44336"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2023";"93,37858";"94,49179"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2023";"97,29737";"98,46283"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2023";"94,43054";"95,90508"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2023";"94,45527";"96,53162"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2023";"95,78218";"97,44566"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2023";"130,35868";"133,21237"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2023";"120,71092";"122,05268"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2024";"101,91766";"102,67658"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2024";"89,27768";"90,02040"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2024";"98,40676";"99,71625"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"abril 2024";"95,70316";"97,29842"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"maio 2024";"103,48562";"105,56256"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"junho 2024";"98,99255";"100,85241"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"julho 2024";"105,06036";"106,46240"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"agosto 2024";"101,34457";"101,98174"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"setembro 2024";"95,49866";"96,34659"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"outubro 2024";"106,08921";"107,06901"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"novembro 2024";"132,11869";"133,93493"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"dezembro 2024";"132,08629";"133,55845"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"janeiro 2025";"106,14716";"107,58478"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"fevereiro 2025";"98,12848";"98,74399"
"BR";"1";"Brasil";"Móveis e eletrodomésticos";"março 2025";"102,13002";"102,75410"
"BR";"1";"Brasil";"Móveis";"janeiro 2004";"-";"-"
"BR";"1";"Brasil";"Móveis";"fevereiro 2004";"-";"-"
"BR";"1";"Brasil";"Móveis";"março 2004";"-";"-"
"BR";"1";"Brasil";"Móveis";"abril 2004";"-";"-"
"BR";"1";"Brasil";"Móveis";"maio 2004";"-";"-"
"BR";"1";"Brasil";"Móveis";"junho 2004";"-";"-"
"BR";"1";"Brasil";"Móveis";"julho 2004";"-";"-"
"BR";"1";"Brasil";"Móveis";"agosto 2004";"-";"-"
"BR";"1";"Brasil";"Móveis";"setembro 2004";"-";"-"
"BR";"1";"Brasil";"Móveis";"outubro 2004";"-";"-"
"BR";"1";"Brasil";"Móveis";"novembro 2004";"-";"-"
"BR";"1";"Brasil";"Móveis";"dezembro 2004";"-";"-"
"BR";"1";"Brasil";"Móveis";"janeiro 2005";"-";"-"
"BR";"1";"Brasil";"Móveis";"fevereiro 2005";"-";"-"
"BR";"1";"Brasil";"Móveis";"março 2005";"-";"-"
"BR";"1";"Brasil";"Móveis";"abril 2005";"-";"-"
"BR";"1";"Brasil";"Móveis";"maio 2005";"-";"-"
"BR";"1";"Brasil";"Móveis";"junho 2005";"-";"-"
"BR";"1";"Brasil";"Móveis";"julho 2005";"-";"-"
"BR";"1";"Brasil";"Móveis";"agosto 2005";"-";"-"
"BR";"1";"Brasil";"Móveis";"setembro 2005";"-";"-"
"BR";"1";"Brasil";"Móveis";"outubro 2005";"-";"-"
"BR";"1";"Brasil";"Móveis";"novembro 2005";"-";"-"
"BR";"1";"Brasil";"Móveis";"dezembro 2005";"-";"-"
"BR";"1";"Brasil";"Móveis";"janeiro 2006";"-";"-"
"BR";"1";"Brasil";"Móveis";"fevereiro 2006";"-";"-"
"BR";"1";"Brasil";"Móveis";"março 2006";"-";"-"
"BR";"1";"Brasil";"Móveis";"abril 2006";"-";"-"
"BR";"1";"Brasil";"Móveis";"maio 2006";"-";"-"
"BR";"1";"Brasil";"Móveis";"junho 2006";"-";"-"
"BR";"1";"Brasil";"Móveis";"julho 2006";"-";"-"
"BR";"1";"Brasil";"Móveis";"agosto 2006";"-";"-"
"BR";"1";"Brasil";"Móveis";"setembro 2006";"-";"-"
"BR";"1";"Brasil";"Móveis";"outubro 2006";"-";"-"
"BR";"1";"Brasil";"Móveis";"novembro 2006";"-";"-"
"BR";"1";"Brasil";"Móveis";"dezembro 2006";"-";"-"
"BR";"1";"Brasil";"Móveis";"janeiro 2007";"-";"-"
"BR";"1";"Brasil";"Móveis";"fevereiro 2007";"-";"-"
"BR";"1";"Brasil";"Móveis";"março 2007";"-";"-"
"BR";"1";"Brasil";"Móveis";"abril 2007";"-";"-"
"BR";"1";"Brasil";"Móveis";"maio 2007";"-";"-"
"BR";"1";"Brasil";"Móveis";"junho 2007";"-";"-"
"BR";"1";"Brasil";"Móveis";"julho 2007";"-";"-"
"BR";"1";"Brasil";"Móveis";"agosto 2007";"-";"-"
"BR";"1";"Brasil";"Móveis";"setembro 2007";"-";"-"
"BR";"1";"Brasil";"Móveis";"outubro 2007";"-";"-"
"BR";"1";"Brasil";"Móveis";"novembro 2007";"-";"-"
"BR";"1";"Brasil";"Móveis";"dezembro 2007";"-";"-"
"BR";"1";"Brasil";"Móveis";"janeiro 2008";"-";"-"
"BR";"1";"Brasil";"Móveis";"fevereiro 2008";"-";"-"
"BR";"1";"Brasil";"Móveis";"março 2008";"-";"-"
"BR";"1";"Brasil";"Móveis";"abril 2008";"-";"-"
"BR";"1";"Brasil";"Móveis";"maio 2008";"-";"-"
"BR";"1";"Brasil";"Móveis";"junho 2008";"-";"-"
"BR";"1";"Brasil";"Móveis";"julho 2008";"-";"-"
"BR";"1";"Brasil";"Móveis";"agosto 2008";"-";"-"
"BR";"1";"Brasil";"Móveis";"setembro 2008";"-";"-"
